x=980, y=570, key=1, timestamp=1652874157316
x=1022, y=510, key=1, timestamp=1652874587762
x=1022, y=510, key=1, timestamp=1652874598351
x=998, y=595, key=1, timestamp=1652874685622
x=961, y=0, key=3, timestamp=1652874695350
x=960, y=0, key=1, timestamp=1652874699308
x=326, y=15, key=1, timestamp=1652874700626
x=367, y=14, key=1, timestamp=1652874701468
x=689, y=442, key=3, timestamp=1652874752441
x=1049, y=0, key=1, timestamp=1652874753410
x=2696, y=357, key=1, timestamp=1652874771083
x=3744, y=194, key=1, timestamp=1652874805433
x=2959, y=258, key=1, timestamp=1652874867273
x=2959, y=258, key=1, timestamp=1652874867433
x=2191, y=252, key=1, timestamp=1652874873150
x=1597, y=0, key=1, timestamp=1652875010220
x=574, y=181, key=1, timestamp=1652875011238
x=856, y=536, key=1, timestamp=1652875060504
x=1618, y=427, key=1, timestamp=1652875108910
x=853, y=881, key=1, timestamp=1652875120698
x=551, y=211, key=1, timestamp=1652875124485
x=968, y=237, key=1, timestamp=1652875128495
x=737, y=162, key=1, timestamp=1652875133355
x=1504, y=0, key=1, timestamp=1652875135400
x=2624, y=333, key=1, timestamp=1652875305347
x=2617, y=291, key=1, timestamp=1652875305760
x=27, y=666, key=1, timestamp=1652875307566
x=942, y=612, key=1, timestamp=1652875308624
x=925, y=555, key=1, timestamp=1652875309488
x=977, y=518, key=1, timestamp=1652875314955
x=977, y=518, key=1, timestamp=1652875319632
x=977, y=518, key=1, timestamp=1652875324188
x=977, y=518, key=1, timestamp=1652875330587
x=977, y=518, key=1, timestamp=1652875340042
x=977, y=518, key=1, timestamp=1652875344706
x=977, y=518, key=1, timestamp=1652875355403
x=977, y=518, key=1, timestamp=1652875360128
x=977, y=518, key=1, timestamp=1652875367095
x=977, y=518, key=1, timestamp=1652875377912
x=1428, y=639, key=1, timestamp=1652875386728
x=143, y=20, key=1, timestamp=1652875388696
x=1601, y=0, key=1, timestamp=1652875400898
x=751, y=163, key=1, timestamp=1652875409405
x=1494, y=0, key=1, timestamp=1652875411191
x=1596, y=0, key=1, timestamp=1652875412259
x=932, y=0, key=1, timestamp=1652875414073
x=1098, y=0, key=1, timestamp=1652875416222
x=970, y=0, key=1, timestamp=1652875436231
x=1049, y=0, key=1, timestamp=1652875480099
x=1446, y=469, key=1, timestamp=1652875492868
x=3131, y=507, key=1, timestamp=1652875498004
x=2643, y=233, key=1, timestamp=1652875508583
x=2754, y=193, key=1, timestamp=1652875517573
x=2675, y=189, key=1, timestamp=1652875519368
x=3305, y=349, key=1, timestamp=1652875532774
x=3305, y=349, key=1, timestamp=1652875532946
x=3807, y=942, key=1, timestamp=1652875537871
x=2320, y=803, key=1, timestamp=1652875543275
x=2589, y=791, key=1, timestamp=1652875544271
x=2376, y=802, key=1, timestamp=1652875545701
x=2873, y=406, key=1, timestamp=1652875567865
x=3484, y=271, key=1, timestamp=1652875587815
x=3484, y=271, key=1, timestamp=1652875587969
x=2738, y=467, key=1, timestamp=1652875616544
x=22, y=17, key=1, timestamp=1652875642330
x=147, y=23, key=1, timestamp=1652875658269
x=188, y=616, key=1, timestamp=1652875660204
x=1646, y=14, key=1, timestamp=1652875683930
x=1645, y=0, key=3, timestamp=1652875684974
x=935, y=11, key=1, timestamp=1652875687075
x=144, y=26, key=1, timestamp=1652875688804
x=59, y=698, key=1, timestamp=1652875691705
x=822, y=137, key=1, timestamp=1652875693316
x=866, y=181, key=1, timestamp=1652875694907
x=1903, y=16, key=1, timestamp=1652875697566
x=824, y=139, key=1, timestamp=1652875698569
x=837, y=159, key=1, timestamp=1652875699323
x=135, y=22, key=1, timestamp=1652875701769
x=263, y=18, key=1, timestamp=1652875705578
x=85, y=54, key=1, timestamp=1652875708616
x=713, y=594, key=3, timestamp=1652875715599
x=932, y=0, key=1, timestamp=1652875716653
x=924, y=17, key=3, timestamp=1652875723143
x=139, y=23, key=1, timestamp=1652875724312
x=187, y=573, key=1, timestamp=1652875728241
x=52, y=642, key=1, timestamp=1652875756324
x=1017, y=613, key=1, timestamp=1652875757739
x=1147, y=452, key=1, timestamp=1652875760082
x=23, y=624, key=1, timestamp=1652875772632
x=1026, y=613, key=1, timestamp=1652875775391
x=875, y=545, key=1, timestamp=1652875776217
x=1011, y=512, key=1, timestamp=1652875784571
x=1011, y=512, key=1, timestamp=1652875790956
x=1011, y=512, key=1, timestamp=1652875795613
x=1011, y=512, key=1, timestamp=1652875804243
x=1011, y=512, key=1, timestamp=1652875811645
x=1011, y=512, key=1, timestamp=1652875815384
x=1011, y=512, key=1, timestamp=1652875825937
x=1011, y=512, key=1, timestamp=1652875832491
x=1011, y=512, key=1, timestamp=1652875841045
x=1011, y=512, key=1, timestamp=1652875850427
x=702, y=888, key=1, timestamp=1652875851902
x=24, y=689, key=1, timestamp=1652875864155
x=679, y=889, key=1, timestamp=1652875866361
x=808, y=166, key=1, timestamp=1652875871054
x=815, y=182, key=1, timestamp=1652875876927
x=858, y=226, key=1, timestamp=1652875877658
x=741, y=215, key=1, timestamp=1652875881335
x=793, y=160, key=1, timestamp=1652875882205
x=872, y=198, key=1, timestamp=1652875887924
x=593, y=891, key=1, timestamp=1652875890007
x=863, y=224, key=1, timestamp=1652875917549
x=734, y=211, key=1, timestamp=1652875919101
x=823, y=199, key=1, timestamp=1652875920712
x=676, y=893, key=1, timestamp=1652875922035
x=812, y=186, key=1, timestamp=1652875951509
x=687, y=191, key=1, timestamp=1652875952098
x=883, y=228, key=1, timestamp=1652875955552
x=864, y=225, key=1, timestamp=1652875956777
x=766, y=166, key=1, timestamp=1652875957583
x=612, y=889, key=1, timestamp=1652875985211
x=43, y=285, key=1, timestamp=1652876036258
x=1658, y=14, key=1, timestamp=1652876042978
x=939, y=5, key=1, timestamp=1652876044598
x=1042, y=12, key=1, timestamp=1652876046786
x=1559, y=7, key=1, timestamp=1652876048601
x=1649, y=12, key=1, timestamp=1652876049096
x=753, y=10, key=1, timestamp=1652876071036
x=1639, y=14, key=1, timestamp=1652876074602
x=1527, y=4, key=1, timestamp=1652876075886
x=1721, y=14, key=1, timestamp=1652876080439
x=472, y=456, key=1, timestamp=1652876086322
x=3164, y=129, key=1, timestamp=1652876090493
x=3580, y=91, key=1, timestamp=1652876092056
x=3113, y=230, key=1, timestamp=1652876101038
x=1990, y=21, key=1, timestamp=1652876104466
x=2457, y=893, key=1, timestamp=1652876106554
x=3272, y=767, key=1, timestamp=1652876113527
x=3350, y=350, key=1, timestamp=1652876114660
x=3289, y=424, key=1, timestamp=1652876117887
x=3562, y=6, key=1, timestamp=1652876121015
x=3423, y=741, key=1, timestamp=1652876124320
x=2758, y=594, key=1, timestamp=1652876125793
x=2674, y=415, key=1, timestamp=1652876128030
x=2640, y=600, key=1, timestamp=1652876129286
x=2852, y=296, key=1, timestamp=1652876189061
x=3166, y=125, key=1, timestamp=1652876191994
x=3160, y=125, key=1, timestamp=1652876193493
x=3468, y=4, key=1, timestamp=1652876194848
x=3383, y=7, key=1, timestamp=1652876195759
x=965, y=617, key=1, timestamp=1652876197735
x=936, y=547, key=1, timestamp=1652876198837
x=996, y=516, key=1, timestamp=1652876203357
x=995, y=516, key=1, timestamp=1652876211221
x=995, y=516, key=1, timestamp=1652876215717
x=995, y=516, key=1, timestamp=1652876224124
x=995, y=516, key=1, timestamp=1652876233953
x=995, y=516, key=1, timestamp=1652876242528
x=995, y=516, key=1, timestamp=1652876252125
x=995, y=516, key=1, timestamp=1652876256772
x=995, y=516, key=1, timestamp=1652876262382
x=995, y=516, key=1, timestamp=1652876268916
x=35, y=390, key=1, timestamp=1652876272701
x=1839, y=15, key=1, timestamp=1652876278378
x=15, y=445, key=1, timestamp=1652876280976
x=29, y=498, key=1, timestamp=1652876285679
x=2905, y=526, key=1, timestamp=1652876287431
x=27, y=440, key=1, timestamp=1652876364942
x=2768, y=9, key=1, timestamp=1652876367022
x=2477, y=625, key=1, timestamp=1652876384439
x=2763, y=487, key=1, timestamp=1652876390053
x=3482, y=263, key=1, timestamp=1652876414244
x=3482, y=263, key=1, timestamp=1652876414415
x=2804, y=588, key=1, timestamp=1652876438837
x=1029, y=608, key=1, timestamp=1652876455992
x=883, y=541, key=1, timestamp=1652876456946
x=1045, y=510, key=1, timestamp=1652876465726
x=1045, y=510, key=1, timestamp=1652876475428
x=1045, y=510, key=1, timestamp=1652876480127
x=1045, y=510, key=1, timestamp=1652876487816
x=1045, y=510, key=1, timestamp=1652876495447
x=1045, y=510, key=1, timestamp=1652876501237
x=1045, y=510, key=1, timestamp=1652876509606
x=1045, y=514, key=1, timestamp=1652876521783
x=1045, y=514, key=1, timestamp=1652876527504
x=3799, y=883, key=1, timestamp=1652882486411
x=2489, y=795, key=1, timestamp=1652882488308
x=2360, y=792, key=1, timestamp=1652882488973
x=47, y=387, key=1, timestamp=1652882491746
x=244, y=738, key=1, timestamp=1652882493979
x=538, y=1071, key=1, timestamp=1652882495335
x=542, y=1068, key=1, timestamp=1652882495809
x=546, y=749, key=1, timestamp=1652882502078
x=516, y=916, key=2, timestamp=1652882514200
x=618, y=731, key=1, timestamp=1652882515134
x=270, y=534, key=1, timestamp=1652882542179
x=1603, y=1010, key=1, timestamp=1652882543985
x=210, y=876, key=1, timestamp=1652882565945
x=1836, y=14, key=1, timestamp=1652882568381
x=24, y=423, key=1, timestamp=1652882569684
x=126, y=18, key=1, timestamp=1652882574188
x=1528, y=58, key=1, timestamp=1652882659298
x=846, y=339, key=1, timestamp=1652882665020
x=140, y=15, key=1, timestamp=1652882674526
x=1662, y=7, key=1, timestamp=1652882677031
x=1575, y=0, key=1, timestamp=1652882678379
x=1636, y=96, key=1, timestamp=1652882682955
x=1243, y=236, key=1, timestamp=1652882684390
x=1504, y=743, key=1, timestamp=1652882686042
x=787, y=414, key=1, timestamp=1652882688367
x=797, y=595, key=1, timestamp=1652882689677
x=914, y=427, key=1, timestamp=1652882753497
x=789, y=424, key=1, timestamp=1652882755652
x=850, y=437, key=1, timestamp=1652882758264
x=1658, y=19, key=1, timestamp=1652882829602
x=651, y=456, key=1, timestamp=1652882831024
x=314, y=989, key=1, timestamp=1652882833952
x=314, y=989, key=1, timestamp=1652882835131
x=3270, y=571, key=1, timestamp=1652882838489
x=2498, y=554, key=1, timestamp=1652882839490
x=2515, y=526, key=1, timestamp=1652882840041
x=31, y=564, key=1, timestamp=1652882868383
x=2512, y=720, key=1, timestamp=1652882871706
x=3159, y=716, key=1, timestamp=1652882873782
x=2944, y=633, key=1, timestamp=1652882877873
x=2749, y=267, key=1, timestamp=1652882895515
x=2748, y=267, key=1, timestamp=1652882902086
x=3277, y=648, key=1, timestamp=1652882908171
x=3265, y=261, key=1, timestamp=1652882910666
x=3275, y=506, key=1, timestamp=1652882912012
x=2979, y=515, key=1, timestamp=1652882913399
x=3156, y=309, key=1, timestamp=1652882921539
x=2474, y=300, key=1, timestamp=1652882926509
x=2285, y=527, key=1, timestamp=1652882928779
x=3301, y=75, key=1, timestamp=1652882936740
x=3277, y=563, key=1, timestamp=1652882954288
x=22, y=380, key=1, timestamp=1652882962809
x=557, y=1064, key=1, timestamp=1652882965563
x=585, y=932, key=2, timestamp=1652882972237
x=672, y=745, key=1, timestamp=1652882973634
x=668, y=901, key=2, timestamp=1652882985097
x=729, y=746, key=1, timestamp=1652882985999
x=1215, y=1062, key=1, timestamp=1652882992207
x=259, y=288, key=1, timestamp=1652882994431
x=35, y=634, key=1, timestamp=1652882995561
x=970, y=610, key=1, timestamp=1652882996727
x=928, y=541, key=1, timestamp=1652882997614
x=1009, y=519, key=1, timestamp=1652883005107
x=1009, y=518, key=1, timestamp=1652883014505
x=1009, y=518, key=1, timestamp=1652883019018
x=1009, y=518, key=1, timestamp=1652883023498
x=1009, y=518, key=1, timestamp=1652883030226
x=1009, y=518, key=1, timestamp=1652883037650
x=1009, y=518, key=1, timestamp=1652883046321
x=1009, y=518, key=1, timestamp=1652883050928
x=1009, y=518, key=1, timestamp=1652883061619
x=1009, y=518, key=1, timestamp=1652883068266
x=1823, y=14, key=1, timestamp=1652883073216
x=137, y=16, key=1, timestamp=1652883075691
x=2525, y=721, key=1, timestamp=1652883095689
x=2808, y=294, key=1, timestamp=1652883099324
x=2501, y=379, key=1, timestamp=1652883107444
x=2810, y=407, key=1, timestamp=1652883109457
x=2745, y=374, key=1, timestamp=1652883112011
x=2798, y=497, key=1, timestamp=1652883127285
x=2688, y=503, key=1, timestamp=1652883130017
x=2760, y=404, key=1, timestamp=1652883136562
x=2861, y=470, key=1, timestamp=1652883141695
x=2682, y=435, key=1, timestamp=1652883144078
x=2816, y=500, key=1, timestamp=1652883147656
x=3170, y=296, key=1, timestamp=1652883155504
x=3158, y=310, key=1, timestamp=1652883158445
x=2642, y=464, key=1, timestamp=1652883162205
x=2644, y=464, key=1, timestamp=1652883163163
x=2485, y=309, key=1, timestamp=1652883168527
x=2949, y=327, key=1, timestamp=1652883177097
x=2794, y=465, key=1, timestamp=1652883198775
x=2771, y=614, key=1, timestamp=1652883203225
x=2824, y=684, key=1, timestamp=1652883207386
x=2959, y=691, key=1, timestamp=1652883214006
x=2491, y=1050, key=1, timestamp=1652883229196
x=2719, y=660, key=1, timestamp=1652883230372
x=2413, y=662, key=1, timestamp=1652883231429
x=2423, y=824, key=1, timestamp=1652883234763
x=2680, y=667, key=1, timestamp=1652883236905
x=2462, y=247, key=1, timestamp=1652883248070
x=2520, y=724, key=1, timestamp=1652883250049
x=3168, y=723, key=1, timestamp=1652883251131
x=2905, y=460, key=1, timestamp=1652883252468
x=2805, y=493, key=1, timestamp=1652883253306
x=2709, y=669, key=1, timestamp=1652883256393
x=3057, y=302, key=1, timestamp=1652883270608
x=2952, y=690, key=1, timestamp=1652883279172
x=2494, y=669, key=1, timestamp=1652883287645
x=2953, y=482, key=1, timestamp=1652883288975
x=2524, y=720, key=1, timestamp=1652883290865
x=3161, y=723, key=1, timestamp=1652883293084
x=3503, y=449, key=1, timestamp=1652883297560
x=3491, y=74, key=1, timestamp=1652883304065
x=3206, y=92, key=1, timestamp=1652883313896
x=2976, y=83, key=1, timestamp=1652883316243
x=3003, y=321, key=1, timestamp=1652883335137
x=2913, y=265, key=1, timestamp=1652883338565
x=2913, y=265, key=1, timestamp=1652883338721
x=3041, y=96, key=1, timestamp=1652883343688
x=2334, y=362, key=1, timestamp=1652883345657
x=930, y=9, key=1, timestamp=1652883377351
x=1022, y=9, key=1, timestamp=1652883378895
x=1000, y=9, key=3, timestamp=1652883387665
x=3016, y=308, key=1, timestamp=1652883441837
x=3612, y=289, key=1, timestamp=1652883451356
x=3612, y=289, key=1, timestamp=1652883451609
x=2702, y=674, key=1, timestamp=1652883507173
x=1962, y=698, key=1, timestamp=1652883509837
x=3308, y=59, key=1, timestamp=1652883512594
x=39, y=548, key=1, timestamp=1652883577001
x=3809, y=144, key=1, timestamp=1652883578612
x=1345, y=511, key=1, timestamp=1652883604044
x=1345, y=511, key=1, timestamp=1652883604691
x=1345, y=511, key=1, timestamp=1652883605181
x=3493, y=64, key=1, timestamp=1652883608491
x=3305, y=64, key=1, timestamp=1652883610646
x=14, y=667, key=1, timestamp=1652883613010
x=969, y=613, key=1, timestamp=1652883613966
x=931, y=549, key=1, timestamp=1652883614726
x=1004, y=512, key=1, timestamp=1652883618201
x=1004, y=512, key=1, timestamp=1652883621770
x=1004, y=512, key=1, timestamp=1652883627425
x=1003, y=511, key=1, timestamp=1652883633030
x=1003, y=511, key=1, timestamp=1652883639437
x=1003, y=511, key=1, timestamp=1652883648111
x=1003, y=511, key=1, timestamp=1652883652583
x=1003, y=511, key=1, timestamp=1652883657214
x=1003, y=511, key=1, timestamp=1652883666900
x=1003, y=511, key=1, timestamp=1652883671989
x=1003, y=511, key=1, timestamp=1652883676670
x=1228, y=246, key=1, timestamp=1652883678578
x=1152, y=703, key=1, timestamp=1652883689098
x=1954, y=705, key=1, timestamp=1652883692915
x=2026, y=714, key=1, timestamp=1652883695315
x=1262, y=370, key=1, timestamp=1652883701485
x=3797, y=966, key=1, timestamp=1652883709608
x=2666, y=787, key=1, timestamp=1652883769289
x=2666, y=787, key=1, timestamp=1652883769443
x=2679, y=664, key=1, timestamp=1652883941971
x=2703, y=661, key=1, timestamp=1652883948288
x=2758, y=384, key=1, timestamp=1652883993151
x=3395, y=281, key=1, timestamp=1652884007274
x=2309, y=377, key=1, timestamp=1652884038294
x=2309, y=377, key=1, timestamp=1652884038633
x=2680, y=123, key=1, timestamp=1652884040641
x=2653, y=121, key=1, timestamp=1652884041053
x=2365, y=387, key=1, timestamp=1652884041534
x=2366, y=343, key=1, timestamp=1652884050212
x=2688, y=356, key=1, timestamp=1652884060526
x=2643, y=399, key=1, timestamp=1652884061019
x=2925, y=264, key=1, timestamp=1652884067486
x=2925, y=264, key=1, timestamp=1652884067664
x=2269, y=289, key=1, timestamp=1652884074883
x=2636, y=419, key=1, timestamp=1652884083137
x=2507, y=443, key=1, timestamp=1652884118854
x=3493, y=67, key=1, timestamp=1652884121480
x=1953, y=708, key=1, timestamp=1652884127294
x=2423, y=666, key=1, timestamp=1652884130502
x=2413, y=661, key=1, timestamp=1652884134697
x=2406, y=662, key=1, timestamp=1652884135254
x=2370, y=816, key=1, timestamp=1652884137911
x=1134, y=709, key=1, timestamp=1652884139720
x=1233, y=373, key=1, timestamp=1652884148921
x=2789, y=670, key=1, timestamp=1652884172058
x=2789, y=671, key=1, timestamp=1652884176247
x=2549, y=809, key=1, timestamp=1652884312551
x=2759, y=438, key=1, timestamp=1652884314714
x=2780, y=281, key=1, timestamp=1652884320146
x=2780, y=281, key=1, timestamp=1652884320314
x=2266, y=264, key=1, timestamp=1652884323556
x=2669, y=356, key=1, timestamp=1652884331495
x=2206, y=330, key=1, timestamp=1652884334389
x=2519, y=402, key=1, timestamp=1652884336850
x=2233, y=267, key=1, timestamp=1652884339816
x=2541, y=323, key=1, timestamp=1652884343320
x=2243, y=183, key=1, timestamp=1652884354966
x=2299, y=288, key=1, timestamp=1652884356368
x=2153, y=286, key=1, timestamp=1652884358383
x=2223, y=283, key=1, timestamp=1652884359665
x=2145, y=290, key=1, timestamp=1652884365716
x=2573, y=773, key=1, timestamp=1652884370339
x=2919, y=835, key=1, timestamp=1652884400769
x=2919, y=835, key=1, timestamp=1652884400925
x=44, y=398, key=1, timestamp=1652884407798
x=299, y=613, key=1, timestamp=1652884409138
x=275, y=434, key=1, timestamp=1652884461987
x=551, y=838, key=1, timestamp=1652884464272
x=1466, y=816, key=1, timestamp=1652884472197
x=789, y=1055, key=1, timestamp=1652884473017
x=261, y=305, key=1, timestamp=1652884491780
x=1824, y=10, key=1, timestamp=1652884493278
x=2702, y=464, key=1, timestamp=1652884507859
x=2961, y=418, key=1, timestamp=1652884517078
x=3292, y=287, key=1, timestamp=1652884521913
x=3292, y=287, key=1, timestamp=1652884522069
x=2240, y=263, key=1, timestamp=1652884523944
x=2254, y=397, key=1, timestamp=1652884532033
x=2682, y=496, key=1, timestamp=1652884543065
x=2225, y=402, key=1, timestamp=1652884548022
x=2616, y=542, key=1, timestamp=1652884549347
x=2244, y=403, key=1, timestamp=1652884555097
x=2628, y=491, key=1, timestamp=1652884557221
x=2689, y=780, key=1, timestamp=1652884565211
x=2574, y=467, key=1, timestamp=1652884571916
x=2366, y=445, key=1, timestamp=1652884586308
x=2212, y=202, key=1, timestamp=1652884588433
x=2212, y=198, key=1, timestamp=1652884594964
x=2596, y=279, key=1, timestamp=1652884605854
x=2414, y=419, key=1, timestamp=1652884609023
x=2646, y=425, key=1, timestamp=1652884634698
x=3805, y=900, key=1, timestamp=1652884636243
x=2448, y=1050, key=1, timestamp=1652884639519
x=2633, y=799, key=1, timestamp=1652884645000
x=2423, y=1053, key=1, timestamp=1652884651468
x=2423, y=1053, key=1, timestamp=1652884652065
x=2043, y=805, key=1, timestamp=1652884653547
x=2411, y=879, key=1, timestamp=1652884657443
x=2776, y=920, key=1, timestamp=1652884680923
x=2918, y=875, key=1, timestamp=1652884685463
x=2730, y=568, key=1, timestamp=1652884693258
x=95, y=23, key=1, timestamp=1652884696963
x=484, y=277, key=1, timestamp=1652884698433
x=328, y=13, key=1, timestamp=1652884702199
x=365, y=20, key=1, timestamp=1652884703189
x=333, y=23, key=1, timestamp=1652884703934
x=379, y=20, key=1, timestamp=1652884710825
x=409, y=17, key=1, timestamp=1652884711571
x=634, y=512, key=1, timestamp=1652884722318
x=135, y=15, key=1, timestamp=1652884757387
x=2230, y=878, key=1, timestamp=1652884766292
x=2230, y=878, key=1, timestamp=1652884766454
x=1991, y=829, key=1, timestamp=1652884767732
x=2453, y=799, key=1, timestamp=1652884770554
x=2174, y=800, key=1, timestamp=1652884771527
x=2049, y=806, key=1, timestamp=1652884773624
x=1463, y=11, key=1, timestamp=1652884776873
x=936, y=6, key=1, timestamp=1652884780608
x=98, y=14, key=1, timestamp=1652884782484
x=468, y=273, key=1, timestamp=1652884783793
x=2103, y=802, key=1, timestamp=1652884796818
x=2039, y=801, key=1, timestamp=1652884797372
x=484, y=265, key=1, timestamp=1652884801741
x=2620, y=924, key=1, timestamp=1652884827361
x=2620, y=924, key=1, timestamp=1652884827541
x=16, y=391, key=1, timestamp=1652884841460
x=631, y=1048, key=1, timestamp=1652884844052
x=1838, y=8, key=1, timestamp=1652884896610
x=23, y=651, key=1, timestamp=1652884900700
x=930, y=550, key=1, timestamp=1652884902702
x=994, y=518, key=1, timestamp=1652884911429
x=994, y=518, key=1, timestamp=1652884916864
x=994, y=518, key=1, timestamp=1652884922266
x=994, y=518, key=1, timestamp=1652884925824
x=994, y=518, key=1, timestamp=1652884930343
x=994, y=518, key=1, timestamp=1652884936862
x=994, y=518, key=1, timestamp=1652884946412
x=994, y=518, key=1, timestamp=1652884951993
x=994, y=518, key=1, timestamp=1652884958705
x=994, y=518, key=1, timestamp=1652884964289
x=2853, y=574, key=1, timestamp=1652884966430
x=31, y=548, key=1, timestamp=1652884976033
x=1363, y=785, key=1, timestamp=1652884980733
x=1312, y=672, key=1, timestamp=1652884983744
x=3472, y=248, key=1, timestamp=1652884985125
x=3310, y=67, key=1, timestamp=1652884988632
x=2552, y=1047, key=1, timestamp=1652884992113
x=2442, y=1052, key=1, timestamp=1652884993251
x=2519, y=1052, key=1, timestamp=1652884996723
x=2667, y=668, key=1, timestamp=1652884999307
x=2669, y=672, key=1, timestamp=1652885005654
x=413, y=11, key=1, timestamp=1652885013630
x=156, y=53, key=1, timestamp=1652885021390
x=490, y=578, key=1, timestamp=1652885047333
x=1633, y=11, key=1, timestamp=1652885072038
x=397, y=988, key=1, timestamp=1652885081429
x=28, y=556, key=1, timestamp=1652885085704
x=1256, y=45, key=1, timestamp=1652885468795
x=87, y=24, key=1, timestamp=1652885603426
x=458, y=280, key=1, timestamp=1652885604669
x=24, y=545, key=1, timestamp=1652885612712
x=2489, y=1047, key=1, timestamp=1652885617131
x=2509, y=777, key=1, timestamp=1652885618473
x=1164, y=765, key=1, timestamp=1652885619969
x=677, y=733, key=1, timestamp=1652885623654
x=1161, y=546, key=1, timestamp=1652885625047
x=1362, y=793, key=1, timestamp=1652885627898
x=1130, y=479, key=1, timestamp=1652885630746
x=717, y=333, key=1, timestamp=1652885645619
x=720, y=334, key=1, timestamp=1652885646101
x=720, y=334, key=1, timestamp=1652885646886
x=720, y=334, key=1, timestamp=1652885647077
x=1266, y=375, key=1, timestamp=1652885652218
x=1368, y=789, key=1, timestamp=1652885707082
x=1085, y=458, key=1, timestamp=1652885711074
x=1262, y=370, key=1, timestamp=1652885713595
x=1165, y=598, key=1, timestamp=1652885727097
x=1168, y=770, key=1, timestamp=1652885729565
x=1160, y=764, key=1, timestamp=1652885733081
x=699, y=737, key=1, timestamp=1652885736296
x=1371, y=791, key=1, timestamp=1652885743668
x=1098, y=513, key=1, timestamp=1652885750930
x=2559, y=517, key=1, timestamp=1652885759293
x=2667, y=351, key=1, timestamp=1652885781599
x=1353, y=251, key=1, timestamp=1652885800364
x=1494, y=242, key=1, timestamp=1652885801971
x=45, y=646, key=1, timestamp=1652885806296
x=1025, y=613, key=1, timestamp=1652885807772
x=900, y=549, key=1, timestamp=1652885808916
x=1009, y=514, key=1, timestamp=1652885813662
x=1009, y=514, key=1, timestamp=1652885822056
x=1009, y=514, key=1, timestamp=1652885826670
x=1009, y=514, key=1, timestamp=1652885830220
x=997, y=520, key=1, timestamp=1652885837911
x=997, y=520, key=1, timestamp=1652885845614
x=997, y=520, key=1, timestamp=1652885856338
x=983, y=517, key=1, timestamp=1652885862274
x=975, y=511, key=1, timestamp=1652885869142
x=975, y=508, key=1, timestamp=1652885879792
x=632, y=1056, key=1, timestamp=1652885883768
x=707, y=979, key=2, timestamp=1652885886831
x=746, y=800, key=1, timestamp=1652885887775
x=598, y=902, key=2, timestamp=1652885909093
x=690, y=720, key=1, timestamp=1652885909944
x=242, y=304, key=1, timestamp=1652885922487
x=1832, y=0, key=1, timestamp=1652885923440
x=1412, y=7, key=1, timestamp=1652885926161
x=141, y=25, key=1, timestamp=1652885929264
x=17, y=391, key=1, timestamp=1652886292708
x=202, y=627, key=1, timestamp=1652886294249
x=581, y=1048, key=1, timestamp=1652886298455
x=617, y=1009, key=2, timestamp=1652886300716
x=238, y=979, key=1, timestamp=1652886339341
x=639, y=897, key=1, timestamp=1652886341888
x=3806, y=918, key=1, timestamp=1652886406060
x=2652, y=401, key=1, timestamp=1652886407547
x=920, y=10, key=1, timestamp=1652886416086
